0.761999845505
         436836 function calls (433877 primitive calls) in 1.695 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      142    0.000    0.000    0.000    0.000 colors.py:491(__init__)
      841    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
       80    0.000    0.000    0.000    0.000 _weakrefset.py:36(__init__)
        1    0.000    0.000    0.000    0.000 subprocess.py:389(<module>)
        7    0.000    0.000    0.001    0.000 build_ext.py:131(finalize_options)
        7    0.000    0.000    0.003    0.000 dist.py:377(parse_config_files)
      240    0.000    0.000    0.000    0.000 sre_compile.py:475(isstring)
      164    0.000    0.000    0.002    0.000 docstring.py:86(dedent)
        1    0.000    0.000    0.000    0.000 matchhelpers.py:3(<module>)
        1    0.000    0.000    0.000    0.000 decorators.py:1(<module>)
        7    0.000    0.000    0.267    0.038 build_ext.py:277(run)
        1    0.000    0.000    0.000    0.000 ImageColor.py:20(<module>)
        1    0.000    0.000    0.000    0.000 trirefine.py:3(<module>)
        1    0.000    0.000    0.000    0.000 Errors.py:10(<module>)
        1    0.000    0.000    0.000    0.000 signals.py:1(<module>)
       42    0.000    0.000    0.000    0.000 nosetester.py:181(__init__)
        1    0.000    0.000    0.001    0.001 axes.py:331(Axes)
      219    0.000    0.000    0.000    0.000 _weakrefset.py:68(__contains__)
        1    0.000    0.000    0.003    0.003 communicability_alg.py:3(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:26(__add2path)
       11    0.000    0.000    0.000    0.000 {eval}
      120    0.000    0.000    0.000    0.000 sre_parse.py:179(__init__)
      137    0.000    0.000    0.000    0.000 sre_parse.py:226(_class_escape)
       50    0.000    0.000    0.010    0.000 {map}
       13    0.000    0.000    0.000    0.000 path.py:99(__init__)
        1    0.000    0.000    0.001    0.001 gexf.py:17(<module>)
      142    0.000    0.000    0.000    0.000 colors.py:668(__init__)
        1    0.000    0.000    0.000    0.000 tzwin.py:2(<module>)
        1    0.000    0.000    0.001    0.001 nx_agraph.py:17(<module>)
       34    0.000    0.000    0.000    0.000 pyparsing.py:1142(__add__)
        7    0.000    0.000    0.000    0.000 decorator.py:87(__init__)
      482    0.000    0.000    0.000    0.000 collections.py:323(<genexpr>)
        1    0.000    0.000    0.000    0.000 Regexps.py:9(<module>)
        1    0.000    0.000    0.000    0.000 convert.py:33(<module>)
  399/392    0.000    0.000    0.000    0.000 build_ext.py:136(__setattr__)
       29    0.000    0.000    0.000    0.000 {nt.getcwd}
        1    0.000    0.000    0.000    0.000 betweenness.py:3(<module>)
        1    0.000    0.000    0.000    0.000 test.py:2(<module>)
     1774    0.000    0.000    0.000    0.000 {ord}
        1    0.000    0.000    0.000    0.000 streamplot.py:4(<module>)
        1    0.000    0.000    0.002    0.002 StringEncoding.py:5(<module>)
       52    0.000    0.000    0.001    0.000 _decorator2.py:56(__init__)
        7    0.000    0.000    0.001    0.000 nonlin.py:1488(_nonlin_wrapper)
        3    0.000    0.000    0.000    0.000 numeric.py:351(extend_all)
       12    0.000    0.000    0.001    0.000 _version.py:55(__init__)
        5    0.000    0.000    0.000    0.000 __init__.py:349(__init__)
      161    0.000    0.000    0.000    0.000 sre_parse.py:73(opengroup)
      194    0.000    0.000    0.000    0.000 inspect.py:837(strseq)
        1    0.000    0.000    0.000    0.000 csc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 csv.py:4(<module>)
      252    0.000    0.000    0.000    0.000 pyplot.py:2068(pad)
        1    0.000    0.000    0.000    0.000 interface.py:1(<module>)
        7    0.000    0.000    0.000    0.000 fnmatch.py:81(translate)
        1    0.000    0.000    0.000    0.000 mstats_extras.py:4(<module>)
        1    0.000    0.000    0.000    0.000 depth_first_search.py:10(<module>)
        1    0.000    0.000    0.000    0.000 quiver.py:15(<module>)
       28    0.000    0.000    0.001    0.000 dist.py:833(get_command_obj)
       31    0.000    0.000    0.000    0.000 _inspect.py:159(formatargspec)
        1    0.000    0.000    0.000    0.000 _iotools.py:3(<module>)
      126    0.000    0.000    0.001    0.000 ccompiler.py:162(set_executable)
       14    0.000    0.000    0.000    0.000 fancy_getopt.py:89(_build_index)
       54    0.000    0.000    0.000    0.000 cbook.py:668(is_string_like)
       70    0.000    0.000    0.000    0.000 abc.py:128(__instancecheck__)
        7    0.000    0.000    0.002    0.000 dist.py:501(_parse_command_opts)
        1    0.000    0.000    0.000    0.000 patches.py:1699(BoxStyle)
        1    0.000    0.000    0.000    0.000 hits_alg.py:2(<module>)
      116    0.000    0.000    0.000    0.000 TypeSlots.py:174(__init__)
     1487    0.000    0.000    0.000    0.000 sre_compile.py:25(_identityfunction)
       14    0.000    0.000    0.000    0.000 build_ext.py:665(get_ext_filename)
        1    0.000    0.000    0.000    0.000 anneal.py:4(<module>)
        1    0.000    0.000    0.000    0.000 twodim_base.py:3(<module>)
        1    0.000    0.000    0.000    0.000 patches.py:2385(ConnectionStyle)
        8    0.000    0.000    0.000    0.000 __init__.py:78(CFUNCTYPE)
       30    0.000    0.000    0.000    0.000 numerictypes.py:451(_add_array_type)
      143    0.000    0.000    0.000    0.000 inspect.py:472(getmodule)
       84    0.000    0.000    0.000    0.000 collections.py:54(__setitem__)
        1    0.000    0.000    0.001    0.001 scanner.py:2(<module>)
       14    0.000    0.000    0.003    0.000 fancy_getopt.py:234(getopt)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:3(<module>)
       35    0.000    0.000    0.000    0.000 pyparsing.py:2526(__init__)
        1    0.000    0.000    0.000    0.000 markers.py:90(MarkerStyle)
        1    0.000    0.000    0.000    0.000 numerictypes.py:305(_add_aliases)
        1    0.000    0.000    0.002    0.002 StringEncoding.py:206(_build_specials_replacer)
      369    0.000    0.000    0.000    0.000 sre_parse.py:135(__setitem__)
    61/58    0.000    0.000    0.000    0.000 pyparsing.py:108(_ustr)
       14    0.000    0.000    0.000    0.000 build_ext.py:624(get_ext_fullpath)
        1    0.000    0.000    0.000    0.000 base64.py:3(<module>)
       33    0.000    0.000    0.002    0.000 re.py:139(search)
       14    0.000    0.000    0.000    0.000 ccompiler.py:863(debug_print)
        1    0.000    0.000    0.000    0.000 blocking_input.py:23(<module>)
        1    0.000    0.000    0.000    0.000 all.py:2(<module>)
    82/80    0.000    0.000    0.000    0.000 pyparsing.py:282(__init__)
        7    0.000    0.000    0.001    0.000 decorator.py:148(make)
     1666    0.000    0.000    0.000    0.000 {callable}
       14    0.000    0.000    0.001    0.000 ConfigParser.py:232(__init__)
       26    0.000    0.000    0.000    0.000 numerictypes.py:233(bitname)
      207    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
       14    0.000    0.000    0.000    0.000 cmd.py:49(__init__)
       14    0.000    0.000    0.000    0.000 getopt.py:166(long_has_args)
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:2397(rv_discrete)
        1    0.000    0.000    0.001    0.001 cycles.py:5(<module>)
       11    0.000    0.000    0.015    0.001 artist.py:1304(kwdoc)
      113    0.000    0.000    0.042    0.000 re.py:188(compile)
      277    0.000    0.000    0.000    0.000 {numpy.lib._compiled_base.add_docstring}
        7    0.000    0.000    0.001    0.000 cygwinccompiler.py:352(check_config_h)
        1    0.000    0.000    0.000    0.000 chebyshev.py:87(<module>)
        1    0.000    0.000    0.000    0.000 extras.py:10(<module>)
     20/8    0.000    0.000    0.001    0.000 pyparsing.py:2393(parseImpl)
       31    0.000    0.000    0.000    0.000 _inspect.py:61(getargs)
        7    0.000    0.000    0.000    0.000 dist.py:860(_set_command_options)
      203    0.000    0.000    0.000    0.000 utils.py:64(__init__)
        7    0.000    0.000    0.003    0.000 dist.py:423(parse_command_line)
      656    0.000    0.000    0.000    0.000 version.py:273(<lambda>)
        1    0.000    0.000    0.000    0.000 StringIOTree.py:1(<module>)
       74    0.000    0.000    0.000    0.000 abc.py:89(<genexpr>)
       14    0.000    0.000    0.002    0.000 dep_util.py:52(newer_group)
        1    0.000    0.000    0.002    0.002 fontconfig_pattern.py:7(<module>)
       65    0.000    0.000    0.001    0.000 pyparsing.py:746(copy)
       71    0.000    0.000    0.000    0.000 _weakrefset.py:58(__iter__)
        1    0.000    0.000    0.000    0.000 swap.py:3(<module>)
      120    0.000    0.000    0.000    0.000 sre_parse.py:68(__init__)
        1    0.000    0.000    0.000    0.000 random_graphs.py:5(<module>)
        1    0.000    0.000    0.000    0.000 decimal.py:506(Decimal)
       28    0.000    0.000    0.000    0.000 genericpath.py:85(_splitext)
       14    0.000    0.000    0.001    0.000 ccompiler.py:129(set_executables)
       23    0.000    0.000    0.000    0.000 core.py:6068(getdoc)
      222    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
        1    0.000    0.000    0.000    0.000 gridspec.py:15(<module>)
        1    0.000    0.000    0.000    0.000 polyutils.py:45(<module>)
       16    0.000    0.000    0.005    0.000 pyparsing.py:1723(__init__)
        8    0.000    0.000    0.000    0.000 Future.py:1(_get_feature)
      203    0.000    0.000    0.000    0.000 utils.py:47(_set_function_name)
        3    0.000    0.000    0.000    0.000 {nt.access}
       10    0.000    0.000    0.000    0.000 legend_handler.py:54(__init__)
       13    0.000    0.000    0.000    0.000 path.py:195(_update_values)
        1    0.000    0.000    0.000    0.000 weighted.py:4(<module>)
        1    0.000    0.000    0.000    0.000 cluster.py:2(<module>)
      101    0.000    0.000    0.000    0.000 os.py:422(__getitem__)
        1    0.000    0.000    0.001    0.001 util.py:1(<module>)
       54    0.000    0.000    0.001    0.000 Shadow.py:180(_pointer)
      231    0.000    0.000    0.000    0.000 fancy_getopt.py:469(translate_longopt)
        1    0.000    0.000    0.000    0.000 classic.py:12(<module>)
        1    0.000    0.000    0.000    0.000 cuts.py:4(<module>)
      179    0.000    0.000    0.000    0.000 {sys._getframe}
       50    0.000    0.000    0.001    0.000 pyplot.py:2371(<lambda>)
  231/185    0.000    0.000    0.000    0.000 {issubclass}
        1    0.000    0.000    0.001    0.001 gpickle.py:22(<module>)
        1    0.000    0.000    0.000    0.000 container.py:1(<module>)
        1    0.000    0.000    0.000    0.000 current_flow_betweenness_subset.py:3(<module>)
        1    0.000    0.000    0.000    0.000 patches.py:3141(CurveA)
        1    0.000    0.000    0.000    0.000 records.py:36(<module>)
        7    0.000    0.000    0.001    0.000 dist.py:329(find_config_files)
      161    0.000    0.000    0.000    0.000 sre_parse.py:84(closegroup)
        1    0.000    0.000    0.000    0.000 _add_newdocs.py:1(<module>)
        6    0.000    0.000    0.000    0.000 function_base.py:9(linspace)
        1    0.000    0.000    0.000    0.000 dir_util.py:3(<module>)
       75    0.000    0.000    0.001    0.000 docstring.py:117(<lambda>)
        1    0.000    0.000    0.000    0.000 connectivity.py:7(<module>)
        2    0.000    0.000    0.000    0.000 utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dep_util.py:5(<module>)
        1    0.000    0.000    0.000    0.000 biconnected.py:4(<module>)
        1    0.000    0.000    0.000    0.000 basic.py:6(<module>)
       34    0.000    0.000    0.000    0.000 pyparsing.py:2257(__init__)
       27    0.000    0.000    0.000    0.000 core.py:834(__init__)
        7    0.000    0.000    0.237    0.034 cygwinccompiler.py:301(__init__)
        1    0.000    0.000    0.000    0.000 defchararray.py:1668(chararray)
        1    0.000    0.000    0.000    0.000 mis.py:6(<module>)
        1    0.000    0.000    0.000    0.000 closeness.py:3(<module>)
      347    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
        1    0.000    0.000    0.000    0.000 function.py:2(<module>)
        1    0.000    0.000    0.000    0.000 random_sequence.py:4(<module>)
        1    0.000    0.000    0.000    0.000 pprint.py:84(PrettyPrinter)
        1    0.000    0.000    0.000    0.000 rcm.py:3(<module>)
       81    0.000    0.000    0.000    0.000 cbook.py:659(iterable)
        1    0.000    0.000    0.000    0.000 flow_matrix.py:3(<module>)
        1    0.000    0.000    0.000    0.000 gzip.py:4(<module>)
       20    0.000    0.000    0.000    0.000 functools.py:17(update_wrapper)
       15    0.000    0.000    0.000    0.000 ntpath.py:275(expanduser)
        1    0.000    0.000    0.000    0.000 hybrid.py:4(<module>)
        1    0.000    0.000    0.000    0.000 suite.py:1(<module>)
        1    0.000    0.000    0.000    0.000 util.py:32(find_msvcrt)
        1    0.000    0.000    0.000    0.000 mst.py:5(<module>)
       60    0.000    0.000    0.001    0.000 version.py:263(__init__)
        1    0.000    0.000    0.000    0.000 connectivity.py:4(<module>)
        1    0.000    0.000    0.000    0.000 kclique.py:7(<module>)
       32    0.000    0.000    0.001    0.000 ntpath.py:466(abspath)
      125    0.000    0.000    0.000    0.000 {vars}
       14    0.000    0.000    0.000    0.000 getopt.py:51(getopt)
       73    0.000    0.000    0.001    0.000 os.py:419(__setitem__)
       14    0.000    0.000    0.000    0.000 ConfigParser.py:590(get)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2757(SkipTo)
       30    0.000    0.000    0.000    0.000 sre_parse.py:217(isname)
       17    0.000    0.000    0.000    0.000 pyparsing.py:1770(__str__)
       21    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
       48    0.000    0.000    0.000    0.000 TypeSlots.py:87(__init__)
        1    0.000    0.000    0.001    0.001 table.py:21(<module>)
        1    0.000    0.000    0.000    0.000 _datasource.py:35(<module>)
        1    0.000    0.000    0.001    0.001 encoder.py:2(<module>)
        1    0.000    0.000    0.000    0.000 markers.py:76(<module>)
        1    0.000    0.000    0.000    0.000 interpolate.py:1(<module>)
       37    0.000    0.000    0.000    0.000 version.py:292(__cmp__)
       71    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
      208    0.000    0.000    0.000    0.000 _decorator2.py:182(<genexpr>)
        1    0.000    0.000    0.000    0.000 scale.py:395(SymmetricalLogScale)
      162    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        1    0.000    0.000    0.000    0.000 _endian.py:4(<module>)
       27    0.000    0.000    0.000    0.000 artist.py:29(allow_rasterization)
        1    0.000    0.000    0.000    0.000 sputils.py:2(<module>)
       35    0.000    0.000    0.000    0.000 StringEncoding.py:194(_to_escape_sequence)
       62    0.000    0.000    0.000    0.000 {all}
        1    0.000    0.000    0.000    0.000 mathtext.py:2050(Parser)
       52    0.000    0.000    0.000    0.000 __init__.py:796(__getitem__)
       14    0.000    0.000    0.018    0.001 getlimits.py:93(__new__)
        1    0.000    0.000    0.000    0.000 bezier.py:3(<module>)
       15    0.000    0.000    0.000    0.000 rcsetup.py:39(__init__)
        1    0.000    0.000    0.000    0.000 getlimits.py:3(<module>)
        7    0.000    0.000    0.000    0.000 build.py:70(finalize_options)
